TC_ID,Service,Description,Test_Type,Status,Expected,Actual,Response_Time_ms,Status_Code,API_Name,Bank
"TC_AUTH_IB","cas","AuthenticationIB","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8aWIiLCJleHAiOjE3ODE2MjQyOTQsImlhdCI6MTc4MTUzNzg5NH0.UJ5KFQWSwdOV7xNCNVqFZ1H_xIna97JVpVyKyscl0O0_ti6WfhloeXPy-YNHZbYYEWDRPvgc1E4O4kJ_JEGfJg"", ""expiry"": ""1781624294""}","121","200","authenticate","bank1"
"TC001","cas","Authentication","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8dGVzdCIsImV4cCI6MTc4MTYyNDI5MywiaWF0IjoxNzgxNTM3ODkzfQ.hXr6DL3VqEpe80WvL3qyKe7AOC1nzOR2KTMVWVWd_q0ozzyyVw7jx0DXHAJn4EsK-vYqbllZ5tFaSEjMLWbadQ"", ""expiry"": ""1781624293""}","156","200","authenticate","bank1"
"TC003","cas","DirectPosting RJCT","negative","FAILED","Document was rejected by counterparty","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""643077611380"", ""stan"": ""347608""}","901","200","payment","bank1"
"TC004","cas","TitleFetch Success","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""619893061009"", ""stan"": ""596642""}","5478","200","titlefetch","bank1"
"TC005","cas","DirectPosting Timeout","negative","FAILED","Document was rejected by timeout","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""627432557656"", ""stan"": ""848540""}","901","200","payment","bank1"
"TC008","cas","Payment","negative","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""136430313940"", ""stan"": ""533634""}","1244","200","payment","bank1"
"TC011","cas","Register Customer","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""015"", ""response_desc"": ""Duplicated UID""}, ""rrn"": ""680193815551"", ""stan"": ""637768""}","312","200","registerCustomer","bank1"
"TC013","cas","Get Customer Information","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""005"", ""response_desc"": ""Cannot find customer""}, ""rrn"": ""854899427861"", ""stan"": ""294123""}","153","200","getcustomerinformation","bank1"
"TC016","cas","Get Alias Information","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""012"", ""response_desc"": ""Cannot find alias""}, ""rrn"": ""964335196380"", ""stan"": ""965246""}","184","200","getaliasinformation","bank1"
"TC021","cas","Delete Customer","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""005"", ""response_desc"": ""Cannot find customer""}, ""rrn"": ""661202563455"", ""stan"": ""997278""}","146","200","deletecustomer","bank1"
"TC022","cas","One Step Registeration","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""015"", ""response_desc"": ""Duplicated UID""}, ""rrn"": ""412459272670"", ""stan"": ""970083""}","410","200","onestep","bank1"
"TC023","cas","One Step Registeration","negative","PASSED","Duplicated UID","{""response"": {""response_code"": ""015"", ""response_desc"": ""Duplicated UID""}, ""rrn"": ""053947434515"", ""stan"": ""538885""}","340","200","onestep","bank1"
"TC026","cas","Delete Customer","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS""}, ""stan"": ""487415"", ""rrn"": ""128280309256""}","754","200","deletecustomer","bank1"
"TC027","cas","Payment - Amount with two decimal places","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""816995256913"", ""stan"": ""143235""}","1188","200","payment","bank1"
"TC028","cas","Payment - sender_name at max 40 chars","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""548779176453"", ""stan"": ""832723""}","1157","200","payment","bank1"
"TC029","cas","Payment - receiver_name at max 40 chars","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""894275719108"", ""stan"": ""274768""}","1335","200","payment","bank1"
"TC030","cas","Payment - Non-zero fee","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""504622980308"", ""stan"": ""397318""}","1069","200","payment","bank1"
"TC031","cas","Payment - Alternate valid payment_purpose 001 (Fund transfer)","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""393991773647"", ""stan"": ""986358""}","1087","200","payment","bank1"
"TC032","cas","Payment - Alternate valid sender_idtype NICOP","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""270428624930"", ""stan"": ""000427""}","1200","200","payment","bank1"
