TC_ID,Service,Description,Test_Type,Status,Expected,Actual,Response_Time_ms,Status_Code,API_Name,Bank
"TC_AUTH_IB","cas","AuthenticationIB","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8aWIiLCJleHAiOjE3ODE3ODY5ODAsImlhdCI6MTc4MTcwMDU4MH0.GYUXfobkuaVggC2o9qDY02PUzOl80wmTYIQwoD85FP2XXQdx5kdzt4BZBdbProez7oxuoV1B0krhz4DwSdHz9g"", ""expiry"": ""1781786980""}","110","200","authenticate","bank1"
"TC001","cas","Authentication","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8dGVzdCIsImV4cCI6MTc4MTc4Njk4MCwiaWF0IjoxNzgxNzAwNTgwfQ.qSw1Ecm-3MIUAoQnNTvz9R5PUNQWmQIMTqDol1C7WJfytSMBRkbw8poTe-FFr5NLMHfhUbF8rZKD9vFx6VZkrg"", ""expiry"": ""1781786980""}","129","200","authenticate","bank1"
"TC002","cas","DirectPosting ACSP","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""99"", ""response_desc"": ""Document was rejected by timeout""}, ""rrn"": ""155580480424"", ""stan"": ""124057""}","17661","200","directposting","bank1"
"TC003","cas","DirectPosting RJCT","negative","FAILED","Document was rejected by counterparty","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""645962649749"", ""stan"": ""149768""}","937","200","payment","bank1"
"TC004","cas","TitleFetch Success","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""295673904525"", ""stan"": ""471549""}","5600","200","titlefetch","bank1"
"TC005","cas","DirectPosting Timeout","negative","FAILED","Document was rejected by timeout","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""887062713382"", ""stan"": ""527387""}","933","200","payment","bank1"
"TC006","cas","TitleFetch ibcon","positive","PASSED","SUCCESS","{""response"": {""account-information"": {""iban"": ""PK94CRSM0000003265703141"", ""acctitle"": ""Faiz Ula Amin Khan"", ""acctype"": ""Account""}, ""response_code"": ""00"", ""response_desc"": ""SUCCESS"", ""fee"": 0, ""stan"": ""107660"", ""rrn"": ""936634415049""}}","1838","200","titlefetchiban","bank1"
"TC007","cas","Titlefetchconv","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""102"", ""response_desc"": ""Bad response""}, ""rrn"": ""274103779703"", ""stan"": ""450220""}","5449","200","titlefetchconv","bank1"
"TC008","cas","Payment","negative","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""137915278907"", ""stan"": ""655580""}","699","200","payment","bank1"
"TC009","cas","Remittance Payment","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""99"", ""response_desc"": ""Document was rejected by timeout""}, ""rrn"": ""031460908640"", ""stan"": ""792964""}","17689","200","remittancepayment","bank1"
"TC010","cas","Remittance Directposting","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""99"", ""response_desc"": ""Document was rejected by timeout""}, ""rrn"": ""049679430400"", ""stan"": ""240916""}","17692","200","remittancedirectposting","bank1"
