TC_ID,Service,Description,Test_Type,Status,Expected,Actual,Response_Time_ms,Status_Code,API_Name,Bank
"TC_AUTH_IB","cas","AuthenticationIB","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8aWIiLCJleHAiOjE3ODE2MjQwMjEsImlhdCI6MTc4MTUzNzYyMX0.vVavVJAL2Zw7GeA_e_UleVS01DV3hLfS2vxXQ6MxKrHQMyfd4N9tgHnUCj8fdfS-JPkwMb8lOal2_Xsi5ezvGQ"", ""expiry"": ""1781624021""}","130","200","authenticate","bank1"
"TC001","cas","Authentication","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8dGVzdCIsImV4cCI6MTc4MTYyNDAyMSwiaWF0IjoxNzgxNTM3NjIxfQ.eSvX-CnQ5meNdEMCIskYVGeO-1SrJN0ttXLVTpWO0G_OWLUl8vTugsnyZ1U5u7t-Q_ZVjBMS5kmbM-zW5FE7nQ"", ""expiry"": ""1781624021""}","168","200","authenticate","bank1"
"TC003","cas","DirectPosting RJCT","negative","FAILED","Document was rejected by counterparty","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""227417646266"", ""stan"": ""528764""}","6761","200","payment","bank1"
"TC004","cas","TitleFetch Success","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""831411383861"", ""stan"": ""022756""}","5544","200","titlefetch","bank1"
"TC005","cas","DirectPosting Timeout","negative","FAILED","Document was rejected by timeout","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""380659982092"", ""stan"": ""530088""}","6752","200","payment","bank1"
"TC008","cas","Payment","negative","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""267794496476"", ""stan"": ""477930""}","6759","200","payment","bank1"
"TC011","cas","Register Customer","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""015"", ""response_desc"": ""Duplicated UID""}, ""rrn"": ""679444510573"", ""stan"": ""761263""}","398","200","registerCustomer","bank1"
"TC013","cas","Get Customer Information","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""005"", ""response_desc"": ""Cannot find customer""}, ""rrn"": ""939547570027"", ""stan"": ""594442""}","188","200","getcustomerinformation","bank1"
"TC016","cas","Get Alias Information","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""012"", ""response_desc"": ""Cannot find alias""}, ""rrn"": ""312601266153"", ""stan"": ""218076""}","312","200","getaliasinformation","bank1"
"TC021","cas","Delete Customer","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""005"", ""response_desc"": ""Cannot find customer""}, ""rrn"": ""870060293210"", ""stan"": ""359838""}","211","200","deletecustomer","bank1"
"TC022","cas","One Step Registeration","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""015"", ""response_desc"": ""Duplicated UID""}, ""rrn"": ""665575837237"", ""stan"": ""778878""}","339","200","onestep","bank1"
"TC023","cas","One Step Registeration","negative","PASSED","Duplicated UID","{""response"": {""response_code"": ""015"", ""response_desc"": ""Duplicated UID""}, ""rrn"": ""908444896990"", ""stan"": ""436857""}","462","200","onestep","bank1"
"TC026","cas","Delete Customer","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS""}, ""stan"": ""026495"", ""rrn"": ""544762407124""}","800","200","deletecustomer","bank1"
"TC027","cas","Payment - Amount with two decimal places","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""251555041016"", ""stan"": ""947234""}","1111","200","payment","bank1"
"TC028","cas","Payment - sender_name at max 40 chars","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""115932325881"", ""stan"": ""594808""}","1428","200","payment","bank1"
"TC029","cas","Payment - receiver_name at max 40 chars","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""060956732738"", ""stan"": ""276373""}","1339","200","payment","bank1"
"TC030","cas","Payment - Non-zero fee","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""953191733674"", ""stan"": ""013552""}","1111","200","payment","bank1"
