TC_ID,Service,Description,Test_Type,Status,Expected,Actual,Response_Time_ms,Status_Code,API_Name,Bank
"TC_AUTH_IB","cas","AuthenticationIB","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8aWIiLCJleHAiOjE3ODE2MTkxODIsImlhdCI6MTc4MTUzMjc4Mn0.uKT3SFiED7VL5UqQIwc_RkIMZVgfPlukiqMNwNgX79ACPr2gJ-Zs2h_SFbUGdaYOfLtutyLk3ROORxxPDgUQJA"", ""expiry"": ""1781619182""}","117","200","authenticate","bank1"
"TC001","cas","Authentication","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8dGVzdCIsImV4cCI6MTc4MTYxOTE4MiwiaWF0IjoxNzgxNTMyNzgyfQ.zRRaJRdZEfwFDgPTZ9OkE3fqj8oLesUMI4GH_1yo7mZVnFh-qN9aqqdcN8-bl6a-aJjCUEfPxvHk78Db9NLv7A"", ""expiry"": ""1781619182""}","186","200","authenticate","bank1"
"TC003","cas","DirectPosting RJCT","negative","FAILED","Document was rejected by counterparty","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""993850077330"", ""stan"": ""876416""}","858","200","payment","bank1"
"TC004","cas","TitleFetch Success","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""600958168870"", ""stan"": ""334489""}","5567","200","titlefetch","bank1"
"TC005","cas","DirectPosting Timeout","negative","FAILED","Document was rejected by timeout","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""644386349538"", ""stan"": ""123848""}","852","200","payment","bank1"
"TC008","cas","Payment","negative","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""598709482553"", ""stan"": ""172545""}","1051","200","payment","bank1"
"TC011","cas","Register Customer","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS"", ""register-customer"": {""recordId"": ""516507"", ""uid"": {""type"": ""CNIC"", ""value"": ""2077963780014""}, ""gender"": ""MALE"", ""documentType"": ""CNIC"", ""documentNumber"": ""2077963780014"", ""surname"": ""faiz"", ""nickName"": ""Faiz Ul Amin Khan"", ""name"": ""Faiz Ul Amin Khan"", ""birthDate"": ""2002-01-15"", ""status"": ""inactive""}}, ""stan"": ""891605"", ""rrn"": ""309610913331""}","394","200","registerCustomer","bank1"
"TC013","cas","Get Customer Information","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""005"", ""response_desc"": ""Cannot find customer""}, ""rrn"": ""895882781554"", ""stan"": ""259462""}","195","200","getcustomerinformation","bank1"
"TC016","cas","Get Alias Information","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""012"", ""response_desc"": ""Cannot find alias""}, ""rrn"": ""054614128274"", ""stan"": ""867221""}","170","200","getaliasinformation","bank1"
"TC021","cas","Delete Customer","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""005"", ""response_desc"": ""Cannot find customer""}, ""rrn"": ""343118042943"", ""stan"": ""437748""}","185","200","deletecustomer","bank1"
"TC022","cas","One Step Registeration","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""one-step-customers"": {""recordId"": ""516508"", ""uid"": {""type"": ""CNIC"", ""value"": ""4240528986655""}, ""gender"": ""MALE"", ""documentType"": ""CNIC"", ""documentNumber"": ""4240528986655"", ""surname"": ""faizulamin"", ""nickName"": ""faizulamin"", ""name"": ""faizulamin"", ""aliases_wrapper"": [{""recordId"": ""482494"", ""type"": ""MOBILE"", ""accounts_wrapper"": [{""recordId"": ""385178"", ""isDefault"": ""true"", ""servicer"": {""memberId"": ""DUIBPKKA""}, ""currency"": ""PKR"", ""id"": {""iban"": ""PK15BPHL0196219500034815""}, ""type"": ""DFLT"", ""closingDate"": ""2031-06-15"", ""openingDate"": ""2026-06-15""}], ""value"": ""01107450225"", ""startDate"": ""2026-06-15"", ""expirationDate"": ""2031-06-15"", ""status"": ""active""}], ""birthDate"": ""2002-06-08"", ""status"": ""active""}, ""response_desc"": ""SUCCESS""}, ""stan"": ""852979"", ""rrn"": ""711353565503""}","490","200","onestep","bank1"
"TC023","cas","One Step Registeration","negative","PASSED","Duplicated UID","{""response"": {""response_code"": ""015"", ""response_desc"": ""Duplicated UID""}, ""rrn"": ""190180244974"", ""stan"": ""246798""}","312","200","onestep","bank1"
"TC026","cas","Delete Customer","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS""}, ""stan"": ""662901"", ""rrn"": ""459717022677""}","808","200","deletecustomer","bank1"
"TC027","cas","Payment - Amount with two decimal places","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""503686890274"", ""stan"": ""872728""}","1011","200","payment","bank1"
"TC028","cas","Payment - sender_name at max 40 chars","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""946090744008"", ""stan"": ""216015""}","1071","200","payment","bank1"
"TC029","cas","Payment - receiver_name at max 40 chars","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""083001481205"", ""stan"": ""307600""}","975","200","payment","bank1"
"TC030","cas","Payment - Non-zero fee","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""611246126668"", ""stan"": ""144723""}","918","200","payment","bank1"
