TC_ID,Service,Description,Test_Type,Status,Expected,Actual,Response_Time_ms,Status_Code,API_Name,Bank
"TC_AUTH_IB","cas","AuthenticationIB","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8aWIiLCJleHAiOjE3ODE5MzgxMDEsImlhdCI6MTc4MTg1MTcwMX0.pM9cbmmwqU6taShVX75UVPsjseDqQBi2G9_zGDKdy45AoUT4g8xy34vCTzqi3_t27_OnAiTVrn-LEzLRpg46fw"", ""expiry"": ""1781938101""}","120","200","authenticate","bank1"
"TC001","cas","Authentication","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8dGVzdCIsImV4cCI6MTc4MTkzODEwMSwiaWF0IjoxNzgxODUxNzAxfQ.QsEZgtibiMJUXaHrT8D83xCC1NC9NrKn6uUdq3fja0j4Ngm1641eH4FvfdHTC4haFNJxrCsSdLdlimLktW1kaQ"", ""expiry"": ""1781938101""}","128","200","authenticate","bank1"
"TC002","cas","DirectPosting ACSP","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS""}, ""stan"": ""361140"", ""correlationId"": ""bcb13d0467ff4542afbbb1f2a3575236"", ""rrn"": ""447819084502""}","5714","200","directposting","bank1"
"TC003","cas","DirectPosting RJCT","negative","FAILED","Document was rejected by counterparty","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""795254149352"", ""stan"": ""698364""}","9908","200","payment","bank1"
"TC004","cas","TitleFetch Success","positive","PASSED","SUCCESS","{""response"": {""account-information"": {""acctitle"": ""ACCOUNT TITLE 1"", ""acctype"": ""Account"", ""statusCode"": ""0""}, ""response_code"": ""00"", ""response_desc"": ""SUCCESS"", ""fee"": 0}, ""stan"": ""833170"", ""rrn"": ""993673142516""}","5311","200","titlefetch","bank1"
"TC005","cas","DirectPosting Timeout","negative","FAILED","Document was rejected by timeout","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""592497345640"", ""stan"": ""932846""}","9905","200","payment","bank1"
"TC006","cas","TitleFetch ibcon","positive","PASSED","SUCCESS","{""response"": {""account-information"": {""iban"": ""PK94CRSM0000003265703141"", ""acctitle"": ""Faiz Ula Amin Khan"", ""acctype"": ""Account""}, ""response_code"": ""00"", ""response_desc"": ""SUCCESS"", ""fee"": 0, ""stan"": ""549170"", ""rrn"": ""109655013389""}}","1614","200","titlefetchiban","bank1"
"TC007","cas","Titlefetchconv","positive","PASSED","SUCCESS","{""response"": {""account-information"": {""iban"": ""PK61ABPA0010000019474073"", ""acctitle"": ""ACCOUNT TITLE 1"", ""acctype"": ""Account""}, ""response_code"": ""00"", ""response_desc"": ""SUCCESS"", ""fee"": 0, ""stan"": ""543011"", ""rrn"": ""569067105555""}}","1246","200","titlefetchconv","bank1"
"TC008","cas","Payment","negative","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""583489386003"", ""stan"": ""634158""}","2974","200","payment","bank1"
"TC009","cas","Remittance Payment","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS""}, ""stan"": ""995968"", ""messageId"": ""DUIBPKKA190626020114829880"", ""instructionId"": ""DUIB2606191148295009959682699"", ""correlationId"": ""632f63432b8c475da013544e7180c083"", ""transactionId"": ""DUIB2606191148295009959682699"", ""rrn"": ""743505601396""}","1570","200","remittancepayment","bank1"
