TC_ID,Service,Description,Test_Type,Status,Expected,Actual,Response_Time_ms,Status_Code,API_Name,Bank
"TC_AUTH_IB","cas","AuthenticationIB","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8aWIiLCJleHAiOjE3ODE5MzUyNjcsImlhdCI6MTc4MTg0ODg2N30.wKlt4XdtRRt2HRMH4Mn3Ew5gzDvcKThZou0eyI4LsRlu3qzLavGi2PHSFd1HxMO64fk1AIbvDM9eJ7h66yxeVA"", ""expiry"": ""1781935267""}","146","200","authenticate","bank1"
"TC001","cas","Authentication","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8dGVzdCIsImV4cCI6MTc4MTkzNTI2NywiaWF0IjoxNzgxODQ4ODY3fQ.7e6G34Q1nHQobI9Do5BIYCduFkSM9NU68wz_YCDp8rc3vp-EBI5ZH-V4KUB_pKwSMwsk-kPEWZZftILBJD60cg"", ""expiry"": ""1781935267""}","131","200","authenticate","bank1"
"TC002","cas","DirectPosting ACSP","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS""}, ""stan"": ""878786"", ""correlationId"": ""180357c2cfe64964bdd7cff9fafdd614"", ""rrn"": ""142616178383""}","8233","200","directposting","bank1"
"TC003","cas","DirectPosting RJCT","negative","FAILED","Document was rejected by counterparty","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""058543998825"", ""stan"": ""612975""}","1567","200","payment","bank1"
"TC004","cas","TitleFetch Success","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""006640654209"", ""stan"": ""354710""}","6031","200","titlefetch","bank1"
"TC005","cas","DirectPosting Timeout","negative","FAILED","Document was rejected by timeout","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""974585526876"", ""stan"": ""142639""}","1426","200","payment","bank1"
"TC006","cas","TitleFetch ibcon","positive","PASSED","SUCCESS","{""response"": {""account-information"": {""iban"": ""PK94CRSM0000003265703141"", ""acctitle"": ""Faiz Ula Amin Khan"", ""acctype"": ""Account""}, ""response_code"": ""00"", ""response_desc"": ""SUCCESS"", ""fee"": 0, ""stan"": ""647846"", ""rrn"": ""058121313018""}}","1679","200","titlefetchiban","bank1"
"TC007","cas","Titlefetchconv","positive","PASSED","SUCCESS","{""response"": {""account-information"": {""iban"": ""PK61ABPA0010000019474073"", ""acctitle"": ""ACCOUNT TITLE 1"", ""acctype"": ""Account""}, ""response_code"": ""00"", ""response_desc"": ""SUCCESS"", ""fee"": 0, ""stan"": ""533840"", ""rrn"": ""885972183651""}}","3223","200","titlefetchconv","bank1"
"TC008","cas","Payment","negative","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""496180281021"", ""stan"": ""525312""}","1007","200","payment","bank1"
"TC009","cas","Remittance Payment","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS""}, ""stan"": ""847764"", ""messageId"": ""DUIBPKKA190626020110113622"", ""instructionId"": ""DUIB2606191101132318477642657"", ""correlationId"": ""34a77bb9e19041818742fa995f1aee9d"", ""transactionId"": ""DUIB2606191101132318477642657"", ""rrn"": ""116351063764""}","7421","200","remittancepayment","bank1"
"TC010","cas","Remittance Directposting","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS""}, ""stan"": ""428016"", ""messageId"": ""DUIBPKKA190626020110113627"", ""instructionId"": ""DUIB2606191101139034280162658"", ""correlationId"": ""d62a0d29dd9d46e4b74cd929da4a5d34"", ""transactionId"": ""DUIB2606191101139034280162658"", ""rrn"": ""857224496173""}","8405","200","remittancedirectposting","bank1"
"TC011","cas","Register Customer","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS"", ""register-customer"": {""recordId"": ""516796"", ""uid"": {""type"": ""CNIC"", ""value"": ""2077963780014""}, ""gender"": ""MALE"", ""documentType"": ""CNIC"", ""documentNumber"": ""2077963780014"", ""surname"": ""faiz"", ""nickName"": ""Faiz Ul Amin Khan"", ""name"": ""Faiz Ul Amin Khan"", ""birthDate"": ""2002-01-15"", ""status"": ""inactive""}}, ""stan"": ""953321"", ""rrn"": ""568037445255""}","398","200","registerCustomer","bank1"
"TC012","cas","Update Customer Status","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS""}, ""stan"": ""982299"", ""rrn"": ""889900242668""}","482","200","updatestatus","bank1"
