TC_ID,Service,Description,Test_Type,Status,Expected,Actual,Response_Time_ms,Status_Code,API_Name,Bank
"TC_AUTH_IB","cas","AuthenticationIB","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8aWIiLCJleHAiOjE3ODE3NjYzOTIsImlhdCI6MTc4MTY3OTk5Mn0._IwP5Bi4ElZdiihki5QwY-Oj-Z9wwjgbN1vD8cgBB0vqSl2n-OCaQqlZTsmd3KTgvm_mpef3qD763ipdfoB8vA"", ""expiry"": ""1781766392""}","183","200","authenticate","bank1"
"TC001","cas","Authentication","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8dGVzdCIsImV4cCI6MTc4MTc2NjM5MSwiaWF0IjoxNzgxNjc5OTkxfQ.RwF_xXdJGS0g-zIagxX9oII7Cl1l6tlyCACnSiJgDk8AzPYCk0gzV5B3dJo7dCjAp2lqJa3dZpj14YPyejCpdA"", ""expiry"": ""1781766391""}","163","200","authenticate","bank1"
"TC174","cas","Dependent: GetDefaultAccount success -> Payment executed","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS""}, ""stan"": ""372907"", ""correlationId"": ""68a34c86632c4acaa55b0ecac0467415"", ""rrn"": ""729175518091""}","1207","200","getdefaultaccount->directposting","bank1"
"TC175","cas","Dependent: GetDefaultAccount failure -> no payment attempted","negative","PASSED","Cannot find account","{""response"": {""response_code"": ""011"", ""response_desc"": ""Cannot find account""}, ""rrn"": ""205273741262"", ""stan"": ""928928""}","426","200","getdefaultaccount","bank1"
"TC176","cas","Chained: TitleFetch success -> DirectPosting executed","positive","PASSED","00","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS""}, ""stan"": ""487018"", ""correlationId"": ""a77063b3e15144128432fba70b54d3fb"", ""rrn"": ""984240775241""}","1114","200","titlefetch->directposting","bank1"
"TC177","cas","Chained: TitleFetch failure -> DirectPosting NOT called","negative","PASSED","101","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""199896913324"", ""stan"": ""673781""}","605","200","titlefetch","bank1"
"TC178","cas","Authentication V1 - Generate token for channel IB","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8aWIiLCJleHAiOjE3ODE3NjYzOTIsImlhdCI6MTc4MTY3OTk5Mn0._IwP5Bi4ElZdiihki5QwY-Oj-Z9wwjgbN1vD8cgBB0vqSl2n-OCaQqlZTsmd3KTgvm_mpef3qD763ipdfoB8vA"", ""expiry"": ""1781766392""}","131","200","authenticate","bank1"
"TC179","cas","Authentication V1 - Generate token for channel test","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8dGVzdCIsImV4cCI6MTc4MTc2NjM5MiwiaWF0IjoxNzgxNjc5OTkyfQ.W8EDBwRo48ADinr-ncsNhlwa6B5vglvaQTfGyg6PCu1rqeCVu5BnlWEEizBGMhyeq6sBBPS2oOQPofvz0bzUJQ"", ""expiry"": ""1781766392""}","210","200","authenticate","bank1"
"TC180","cas","Authentication V1 - Wrong password (invalid credentials)","negative","PASSED","Bad credentials","{""response"": {""response_code"": ""068"", ""response_desc"": ""Bad credentials""}}","365","401","authenticate","bank1"
"TC181","cas","Authentication V1 - username field missing","negative","PASSED","Bad credentials","{""response"": {""response_code"": ""068"", ""response_desc"": ""Bad credentials""}}","246","401","authenticate","bank1"
