TC_ID,Service,Description,Test_Type,Status,Expected,Actual,Response_Time_ms,Status_Code,API_Name,Bank
"TC_AUTH_IB","cas","AuthenticationIB","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8aWIiLCJleHAiOjE3ODE2MjQ0NzcsImlhdCI6MTc4MTUzODA3N30.MIOzffmMItN928WHRBvKRdqRdAavGn85m6KiN27kzKEay_u6R-YqsuqTp3a_s2SgesFLpvynGJmtsEBE7JCSWA"", ""expiry"": ""1781624477""}","127","200","authenticate","bank1"
"TC001","cas","Authentication","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8dGVzdCIsImV4cCI6MTc4MTYyNDQ3NywiaWF0IjoxNzgxNTM4MDc3fQ.7KpsaMEwdlxdod6PKIy5_f8Md5EQbnUlxBipH1vqDT5Uu3LuF-v2z8v5jMXu6O592AMrdC0PVq5DprII_nLrwQ"", ""expiry"": ""1781624477""}","236","200","authenticate","bank1"
"TC003","cas","DirectPosting RJCT","negative","FAILED","Document was rejected by counterparty","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""040870473675"", ""stan"": ""419876""}","606","200","payment","bank1"
"TC004","cas","TitleFetch Success","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""827603177359"", ""stan"": ""445371""}","5492","200","titlefetch","bank1"
"TC005","cas","DirectPosting Timeout","negative","FAILED","Document was rejected by timeout","{""response"": {""response_code"": ""002"", ""response_desc"": ""Account not Exist""}, ""rrn"": ""761219825480"", ""stan"": ""567203""}","966","200","payment","bank1"
"TC008","cas","Payment","negative","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""128086914473"", ""stan"": ""754611""}","1658","200","payment","bank1"
"TC011","cas","Register Customer","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""015"", ""response_desc"": ""Duplicated UID""}, ""rrn"": ""771842737477"", ""stan"": ""029120""}","489","200","registerCustomer","bank1"
"TC013","cas","Get Customer Information","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""005"", ""response_desc"": ""Cannot find customer""}, ""rrn"": ""822432160879"", ""stan"": ""587502""}","320","200","getcustomerinformation","bank1"
"TC016","cas","Get Alias Information","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""012"", ""response_desc"": ""Cannot find alias""}, ""rrn"": ""837034207751"", ""stan"": ""224960""}","286","200","getaliasinformation","bank1"
"TC021","cas","Delete Customer","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""005"", ""response_desc"": ""Cannot find customer""}, ""rrn"": ""817741565433"", ""stan"": ""830107""}","309","200","deletecustomer","bank1"
"TC022","cas","One Step Registeration","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""015"", ""response_desc"": ""Duplicated UID""}, ""rrn"": ""784184817446"", ""stan"": ""606191""}","365","200","onestep","bank1"
"TC023","cas","One Step Registeration","negative","PASSED","Duplicated UID","{""response"": {""response_code"": ""015"", ""response_desc"": ""Duplicated UID""}, ""rrn"": ""422532743294"", ""stan"": ""824342""}","427","200","onestep","bank1"
"TC026","cas","Delete Customer","positive","PASSED","SUCCESS","{""response"": {""response_code"": ""00"", ""response_desc"": ""SUCCESS""}, ""stan"": ""893861"", ""rrn"": ""507996903743""}","689","200","deletecustomer","bank1"
"TC027","cas","Payment - Amount with two decimal places","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""646652033819"", ""stan"": ""941627""}","1282","200","payment","bank1"
"TC028","cas","Payment - sender_name at max 40 chars","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""495622469796"", ""stan"": ""416295""}","1355","200","payment","bank1"
"TC029","cas","Payment - receiver_name at max 40 chars","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""289264389060"", ""stan"": ""916251""}","1604","200","payment","bank1"
"TC030","cas","Payment - Non-zero fee","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""423816574964"", ""stan"": ""385075""}","1402","200","payment","bank1"
"TC031","cas","Payment - Alternate valid payment_purpose 001 (Fund transfer)","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""615661764489"", ""stan"": ""893208""}","1597","200","payment","bank1"
"TC032","cas","Payment - Alternate valid sender_idtype NICOP","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""241198230698"", ""stan"": ""724257""}","1330","200","payment","bank1"
"TC033","cas","Payment - rrn non-numeric","negative","PASSED","Rrn: Only numeric value allowed","{""response"": {""response_code"": ""068"", ""response_desc"": ""Rrn: Only numeric value allowed""}, ""rrn"": ""ABCD12345678"", ""stan"": ""509674""}","198","200","payment","bank1"
"TC034","cas","Payment - rrn too short (11 digits)","negative","PASSED","Rrn must be 12 digits","{""response"": {""response_code"": ""068"", ""response_desc"": ""Rrn must be 12 digits""}, ""rrn"": ""00000012345"", ""stan"": ""730818""}","236","200","payment","bank1"
"TC035","cas","Payment - rrn too long (13 digits)","negative","PASSED","Too large input rrn","{""response"": {""response_code"": ""068"", ""response_desc"": ""Too large input rrn""}, ""rrn"": ""0000001234567"", ""stan"": ""615812""}","30","200","payment","bank1"
"TC036","cas","Payment - rrn empty","negative","PASSED","Rrn: Only numeric value allowed,Rrn must be 12 digits,Please provide rrn","{""response"": {""response_code"": ""068"", ""response_desc"": ""Please provide rrn,Rrn: Only numeric value allowed,Rrn must be 12 digits""}, ""rrn"": """", ""stan"": ""294583""}","194","200","payment","bank1"
"TC037","cas","Payment - rrn missing","negative","PASSED","Bad Request","{""timestamp"": ""2026-06-15T15:41:35.349+00:00"", ""status"": 400, ""error"": ""Bad Request"", ""path"": ""/api/v1/paysyslabs/payment""}","69","400","payment","bank1"
"TC038","cas","Payment - stan empty","negative","PASSED","Stan: Only numeric value allowed,Please provide stan,Stan must be 6 digits","{""response"": {""response_code"": ""068"", ""response_desc"": ""Stan: Only numeric value allowed,Please provide stan,Stan must be 6 digits""}, ""rrn"": ""056963697343"", ""stan"": """"}","204","200","payment","bank1"
"TC039","cas","Payment - stan missing","negative","PASSED","Bad Request","{""timestamp"": ""2026-06-15T15:41:35.681+00:00"", ""status"": 400, ""error"": ""Bad Request"", ""path"": ""/api/v1/paysyslabs/payment""}","126","400","payment","bank1"
"TC040","cas","Payment - stan non-numeric","negative","PASSED","Stan: Only numeric value allowed","{""response"": {""response_code"": ""068"", ""response_desc"": ""Stan: Only numeric value allowed""}, ""rrn"": ""826959048611"", ""stan"": ""ABC123""}","828","200","payment","bank1"
"TC041","cas","Payment - sender_iban missing","negative","PASSED","sender_iban must not be null","{""response"": {""response_code"": ""068"", ""response_desc"": ""sender_iban must not be null""}, ""rrn"": ""027292829480"", ""stan"": ""772042""}","377","200","payment","bank1"
"TC042","cas","Payment - sender_iban empty","negative","PASSED","iban must be 24 digits,iban must be alpha-numeric","{""response"": {""response_code"": ""068"", ""response_desc"": ""iban must be alpha-numeric,iban must be 24 digits""}, ""rrn"": ""520800043801"", ""stan"": ""494507""}","626","200","payment","bank1"
"TC043","cas","Payment - sender_iban invalid format (too short)","negative","PASSED","iban must be 24 digits","{""response"": {""response_code"": ""068"", ""response_desc"": ""iban must be 24 digits""}, ""rrn"": ""036104829513"", ""stan"": ""344585""}","678","200","payment","bank1"
"TC044","cas","Payment - sender_iban exceeds 24 chars","negative","PASSED","iban must be 24 digits","{""response"": {""response_code"": ""068"", ""response_desc"": ""iban must be 24 digits""}, ""rrn"": ""876359513769"", ""stan"": ""708765""}","242","200","payment","bank1"
"TC045","cas","Payment - sender_iban with special characters","positive","PASSED","iban must be alpha-numeric","{""response"": {""response_code"": ""068"", ""response_desc"": ""iban must be alpha-numeric""}, ""rrn"": ""823079276050"", ""stan"": ""038304""}","237","200","payment","bank1"
"TC046","cas","Payment - sender_idtype missing","negative","PASSED","sender_idtype must not be null,Please provide senderIdtype","{""response"": {""response_code"": ""068"", ""response_desc"": ""sender_idtype must not be null,Please provide senderIdtype""}, ""rrn"": ""055799984909"", ""stan"": ""724706""}","450","200","payment","bank1"
